Title,Authors,Publisher,PublishedDate,ISBN,PageCount,Categories,AverageRating,RatingsCount,Language,Language_en,Language_es,TitleWordCount
Bad Science,Ben Goldacre,"Farrar, Straus and Giroux",2010-10-12,9781429967099.0,337.0,Science,5.0,5.0,en,1.0,0.0,2
Modern Physical Organic Chemistry,"Eric V. Anslyn, Dennis A. Dougherty",University Science Books,2006-01-01,9781891389313.0,1148.0,Science,4.0,9.0,en,1.0,0.0,4
Science-Mart,Philip Mirowski,Harvard University Press,2011-04-29,9780674061132.0,463.0,Business & Economics,5.0,1.0,en,1.0,0.0,1
Merchants of Doubt,"Naomi Oreskes, Erik M. Conway",A&C Black,2011-10-03,9781408828779.0,368.0,Technology & Engineering,5.0,1.0,en,1.0,0.0,3
R for Data Science,"Hadley Wickham, Garrett Grolemund","""O'Reilly Media, Inc.""",2016-12-12,9781491910368.0,521.0,Computers,5.0,1.0,en,1.0,0.0,4
The Varieties of Scientific Experience,Carl Sagan,Penguin,2006-11-02,9781101201831.0,316.0,Science,5.0,2.0,en,1.0,0.0,5
The Demon-Haunted World,Carl Sagan,Ballantine Books,2011-07-06,9780307801043.0,474.0,Science,5.0,1.0,en,1.0,0.0,3
Drawdown,Paul Hawken,Penguin,2017-04-18,9781524704650.0,258.0,Science,5.0,2.0,en,1.0,0.0,1
The Love Hypothesis,Ali Hazelwood,Penguin,2021-09-14,9780593336823.0,401.0,Fiction,4.5,2.0,en,1.0,0.0,3
Learning Science in Informal Environments,"National Research Council, Division of Behavioral and Social Sciences and Education, Center for Education, Board on Science Education, Committee on Learning Science in Informal Environments",National Academies Press,2009-05-27,9780309141130.0,348.0,Education,5.0,1.0,en,1.0,0.0,5
"Ready, Set, SCIENCE!","National Research Council, Division of Behavioral and Social Sciences and Education, Center for Education, Board on Science Education, Heidi A. Schweingruber, Andrew W. Shouse, Sarah Michaels",National Academies Press,2007-11-30,9780309106146.0,221.0,Education,4.5,2.0,en,1.0,0.0,3
Science Encyclopedia,National Geographic Kids,National Geographic Books,2016-01-01,9781426325427.0,308.0,Science,4.0,1.0,en,1.0,0.0,2
The ArcGIS Book,"Christian Harder, Clint Brown",ESRI Press,2017-01-01,9781589484870.0,172.0,Computers,1.0,1.0,en,1.0,0.0,3
The Magic School Bus and the Climate Challenge,Joanna Cole,Scholastic Inc.,2010-01-01,9780590108263.0,50.0,Juvenile Nonfiction,5.0,1.0,en,1.0,0.0,8
Immune,Philipp Dettmer,Random House,2021-11-02,9780593241318.0,369.0,Science,5.0,3.0,en,1.0,0.0,1
The Selfish Gene,Richard Dawkins,"Oxford University Press, USA",1989-01-01,9780192860927.0,372.0,Medical,4.5,76.0,en,1.0,0.0,3
Cambridge Primary Science Stage 3 Learner's Book,"Jon Board, Alan Cross",Cambridge University Press,2014-05-22,9781107611412.0,81.0,Juvenile Nonfiction,3.0,2.0,en,1.0,0.0,7
Global Science,John W. Christensen,Kendall Hunt,2000-01-01,9780787290108.0,988.0,Earth sciences,5.0,1.0,en,1.0,0.0,2
Benchmarks for Science Literacy,American Association for the Advancement of Science,Oxford University Press,1994-01-06,9780199726516.0,443.0,Education,4.0,1.0,en,1.0,0.0,4
Entangled Life,Merlin Sheldrake,Random House,2020-05-12,9780525510338.0,370.0,Science,5.0,1.0,en,1.0,0.0,2
Cambridge Primary Science Stage 1 Activity Book,"Jon Board, Alan Cross",Cambridge University Press,2014-05-22,9781107611429.0,27.0,Education,2.0,1.0,en,1.0,0.0,7
Lost in Math,Sabine Hossenfelder,Basic Books,2018-06-12,9780465094264.0,286.0,Science,3.5,2.0,en,1.0,0.0,3
The Information,James Gleick,Vintage,2011-03-01,9780307379573.0,398.0,Science,4.5,4.0,en,1.0,0.0,2
Between Two Kingdoms,Suleika Jaouad,Random House,2021-02-09,9780399588594.0,368.0,Biography & Autobiography,1.0,1.0,en,1.0,0.0,3
The Premonition: A Pandemic Story,Michael Lewis,W. W. Norton & Company,2021-05-04,9780393881561.0,211.0,Political Science,4.0,2.0,en,1.0,0.0,5
The Premonition: A Pandemic Story,Michael Lewis,W. W. Norton & Company,2021-05-04,9780393881561.0,211.0,Political Science,4.0,2.0,en,1.0,0.0,5
Astrophysics for Young People in a Hurry,Neil deGrasse Tyson,W. W. Norton & Company,2019-02-05,9780393356519.0,176.0,Juvenile Nonfiction,5.0,1.0,en,1.0,0.0,7
The History Book,DK,Penguin,2016-09-16,9781465457752.0,756.0,History,1.0,1.0,en,1.0,0.0,3
The Code Breaker,Walter Isaacson,Simon and Schuster,2021-03-09,9781982115876.0,560.0,Biography & Autobiography,4.5,2.0,en,1.0,0.0,3
What If?,Randall Munroe,Houghton Mifflin Harcourt,2014-01-01,9780544272996.0,321.0,Fiction,4.0,8.0,en,1.0,0.0,2
Stiff: The Curious Lives of Human Cadavers,Mary Roach,W. W. Norton & Company,2004-05-17,9780393069198.0,305.0,Science,4.0,52.0,en,1.0,0.0,7
The Gene,Siddhartha Mukherjee,Simon and Schuster,2016-05-17,9781476733531.0,624.0,Medical,4.5,7.0,en,1.0,0.0,2
Packing for Mars: The Curious Science of Life in the Void,Mary Roach,W. W. Norton & Company,2011-04-04,9780393079104.0,335.0,Science,1.5,2.0,en,1.0,0.0,11
From Natural Philosophy to the Sciences,David Cahan,University of Chicago Press,2003-09-15,9780226089287.0,469.0,History,3.0,1.0,en,1.0,0.0,6
Making Social Science Matter,Bent Flyvbjerg,Cambridge University Press,2001-01-15,9780521775687.0,218.0,Social Science,4.5,3.0,en,1.0,0.0,4
The Undiscovered Mind,John Horgan,Simon and Schuster,2000-11-14,9780684865782.0,340.0,Medical,5.0,2.0,en,1.0,0.0,3
"African Americans in Science, Math, and Invention","Ray Spangenburg, Diane Moser, Douglas Long",Infobase Publishing,2014-05-14,9781438107745.0,273.0,Biography & Autobiography,5.0,1.0,en,1.0,0.0,7
Short-cut Math,Gerard W. Kelly,Courier Corporation,1984-04-01,9780486246116.0,134.0,Mathematics,3.5,3.0,en,1.0,0.0,2
Extraordinary Knowing,Elizabeth Lloyd Mayer,Bantam,2007-02-27,9780553903515.0,322.0,"Body, Mind & Spirit",2.0,1.0,en,1.0,0.0,2
The River,Gary Paulsen,Ember,2012-03-13,9780307929617.0,178.0,Young Adult Fiction,5.0,1.0,en,1.0,0.0,2
Mathematics and the Imagination,"Edward Kasner, James Roy Newman",Courier Corporation,2001-01-01,9780486417035.0,402.0,Mathematics,5.0,1.0,en,1.0,0.0,4
Extraordinary Knowing,Elizabeth Lloyd Mayer,Bantam,2007-02-27,9780553903515.0,322.0,"Body, Mind & Spirit",2.0,1.0,en,1.0,0.0,2
The Universe in a Single Atom,Dalai Lama,Harmony,2006-09-12,9780767920810.0,226.0,Religion,4.0,6.0,en,1.0,0.0,6
The Science of Marvel,Sebastian Alvarado,Simon and Schuster,2019-04-09,9781507209998.0,240.0,Science,4.0,1.0,en,1.0,0.0,4
Prebiotics and Probiotics Science and Technology,"Dimitris Charalampopoulos, Robert A. Rastall",Springer Science & Business Media,2009-08-12,9780387790572.0,1273.0,Health & Fitness,5.0,1.0,en,1.0,0.0,6
Biology Is Technology,Robert H. Carlson,Harvard University Press,2011-04-15,9780674053625.0,290.0,Science,2.0,1.0,en,1.0,0.0,3
Race After Technology,Ruha Benjamin,John Wiley & Sons,2019-07-09,9781509526437.0,172.0,Social Science,5.0,1.0,en,1.0,0.0,3
Technology as Experience,"John McCarthy, Peter Wright",MIT Press,2007-08-24,9780262250733.0,225.0,Computers,3.0,3.0,en,1.0,0.0,3
Introduction to Information Technology,"I. T. L. Education Solutions Limited, Itl",Pearson Education India,,9788177581188.0,672.0,Business & Economics,4.5,10.0,en,1.0,0.0,4
The Information,James Gleick,Vintage,2011-03-01,9780307379573.0,398.0,Science,4.5,4.0,en,1.0,0.0,2
Communication Technology,Everett M. Rogers,Simon and Schuster,1986-06-11,9780029271209.0,292.0,Business & Economics,4.0,1.0,en,1.0,0.0,2
The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,W. W. Norton & Company,2011-06-06,9780393079364.0,293.0,Science,4.0,3.0,en,1.0,0.0,10
Field Guide to Appropriate Technology,"Barrett Hazeltine, Christopher Bull",Elsevier,2003-04-09,9780080469805.0,889.0,Business & Economics,5.0,1.0,en,1.0,0.0,5
Accelerate,"Nicole Forsgren, PhD, Jez Humble, Gene Kim",IT Revolution,2018-03-27,9781942788355.0,251.0,Business & Economics,5.0,1.0,en,1.0,0.0,1
Thinking Through Technology,Carl Mitcham,University of Chicago Press,1994-10-15,9780226531984.0,410.0,Philosophy,4.0,3.0,en,1.0,0.0,3
Sensor Technology Handbook,Jon S. Wilson,Newnes,2005-01-01,9780750677295.0,706.0,Business & Economics,1.0,1.0,en,1.0,0.0,3
Technology Enhanced Learning: Best Practices,"Lytras, Miltiadis D., Gasevic, Dragan, Ord¢¤ez de Pablos, Patricia, Huang, Weihong",IGI Global,2008-04-30,9781599046020.0,404.0,Technology & Engineering,3.0,2.0,en,1.0,0.0,5
The Radium Girls,Kate Moore,"Sourcebooks, Inc.",2017-04-18,9781492649366.0,585.0,History,3.5,2.0,en,1.0,0.0,3
Emerging Technologies in Computing,"Mahdi H. Miraz, Peter Excell, Andrew Ware, Safeeullah Soomro, Maaruf Ali",Springer,2018-07-20,9783319954509.0,318.0,Computers,5.0,1.0,en,1.0,0.0,4
Advanced Industrial Control Technology,Peng Zhang,William Andrew,2010-08-26,9781437778083.0,866.0,Science,5.0,1.0,en,1.0,0.0,4
Drawdown,Paul Hawken,Penguin,2017-04-18,9781524704650.0,258.0,Science,5.0,2.0,en,1.0,0.0,1
"The Economics of Data, Analytics, and Digital Transformation","Bill Schmarzo, Dr. Kirk Borne",Packt Publishing Ltd,2020-11-30,9781800569133.0,261.0,Computers,5.0,1.0,en,1.0,0.0,8
The New Jim Crow,Michelle Alexander,The New Press,2020-01-07,9781620971949.0,434.0,Law,5.0,1.0,en,1.0,0.0,4
"Technology, Learning, and Innovation","Linsu Kim, Richard R. Nelson",Cambridge University Press,2000-07-24,9780521779876.0,396.0,Business & Economics,4.0,3.0,en,1.0,0.0,4
Big Data,"Viktor Mayer-Schönberger, Kenneth Cukier",Houghton Mifflin Harcourt,2013-01-01,9780544002692.0,257.0,Business & Economics,3.0,4.0,en,1.0,0.0,2
The Technological Singularity,Murray Shanahan,MIT Press,2015-08-07,9780262527804.0,269.0,Computers,4.0,1.0,en,1.0,0.0,3
Technology: A World History,Daniel R. Headrick Professor of Social Sciences and History Roosevelt University,"Oxford University Press, USA",2009-02-25,9780199713660.0,197.0,Technology & Engineering,1.0,1.0,en,1.0,0.0,4
Who Was Jesus?,"Ellen Morgan, Who HQ",Penguin,2015-02-05,9780448483207.0,114.0,Juvenile Nonfiction,5.0,1.0,en,1.0,0.0,3
Hacking For Dummies,Kevin Beaver,John Wiley & Sons,2018-06-27,9781119485513.0,507.0,Computers,4.5,6.0,en,1.0,0.0,3
Big Data,"Viktor Mayer-Schönberger, Kenneth Cukier",Houghton Mifflin Harcourt,2013-01-01,9780544002692.0,257.0,Business & Economics,3.0,4.0,en,1.0,0.0,2
Tech-Powered Sales,"Justin Michael, Tony Hughes",HarperCollins Leadership,2021-06-29,9781400226535.0,273.0,Business & Economics,5.0,1.0,en,1.0,0.0,2
The Soul of A New Machine,Tracy Kidder,Back Bay Books,2011-08-23,9780316204552.0,222.0,Computers,3.0,1.0,en,1.0,0.0,6
"The Second Machine Age: Work, Progress, and Prosperity in a Time of Brilliant Technologies","Erik Brynjolfsson, Andrew McAfee",W. W. Norton & Company,2014-01-20,9780393239355.0,320.0,Business & Economics,4.0,2.0,en,1.0,0.0,14
Midnight in Chernobyl,Adam Higginbotham,Simon & Schuster,2020-02-04,9781501134630.0,560.0,History,5.0,1.0,en,1.0,0.0,3
The Singularity Is Near,Ray Kurzweil,Penguin,2005-09-22,9781101218884.0,992.0,Social Science,4.5,10.0,en,1.0,0.0,4
A Hands-On Introduction to Data Science,Chirag Shah,Cambridge University Press,2020-04-02,9781108472449.0,459.0,Business & Economics,1.0,1.0,en,1.0,0.0,6
No Rules Rules,"Reed Hastings, Erin Meyer",Penguin,2020-09-08,9781984877871.0,371.0,Business & Economics,3.0,1.0,en,1.0,0.0,3
No Rules Rules,"Reed Hastings, Erin Meyer",Penguin,2020-09-08,9781984877871.0,371.0,Business & Economics,3.0,1.0,en,1.0,0.0,3
A Hands-On Introduction to Data Science,Chirag Shah,Cambridge University Press,2020-04-02,9781108472449.0,459.0,Business & Economics,1.0,1.0,en,1.0,0.0,6
The New Map,Daniel Yergin,Penguin,2020-09-15,9780698191051.0,544.0,Business & Economics,5.0,1.0,en,1.0,0.0,3
Unrestricted Warfare,"Liang Qiao, Xiangsui Wang","NewsMax Media, Inc.",2002-01-01,9780971680722.0,228.0,Asymmetric warfare,3.5,2.0,en,1.0,0.0,2
Behavioral Healthcare and Technology,"Lisa Marsch, Sarah Lord, Jesse Dallery",Oxford University Press,2014-11-10,9780199314034.0,369.0,Medical,3.0,1.0,en,1.0,0.0,4
Blockchain Technology,"E. Golden Julie, J. Jesu Vedha Nayahi, Noor Zaman Jhanjhi",CRC Press,2020-11-09,9781000216752.0,255.0,Computers,5.0,1.0,en,1.0,0.0,2
A Dog's Purpose,W. Bruce Cameron,Forge Books,2010-07-06,9781429960274.0,320.0,Fiction,4.5,64.0,en,1.0,0.0,3
What If?,Randall Munroe,Houghton Mifflin Harcourt,2014-01-01,9780544272996.0,321.0,Fiction,4.0,8.0,en,1.0,0.0,2
The Question of Palestine,Edward W. Said,Taylor & Francis,1980-01-01,9780710004987.0,265.0,Jewish-Arab relations,5.0,1.0,en,1.0,0.0,4
The Phantom Tollbooth,Norton Juster,Yearling,1988-10-12,9780394820378.0,274.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,3
The History of White People,Nell Irvin Painter,W. W. Norton & Company,2011-04-18,9780393079494.0,512.0,History,4.5,3.0,en,1.0,0.0,5
Web Form Design,Luke Wroblewski,Rosenfeld Media,2008-05-01,9781933820255.0,374.0,Computers,4.5,5.0,en,1.0,0.0,3
Comic Book Nation,Bradford W. Wright,JHU Press,2003-10-17,9780801874505.0,364.0,Art,4.0,5.0,en,1.0,0.0,3
Bringing Nature Home,Douglas W. Tallamy,Timber Press,2009-09-01,9781604691467.0,361.0,Science,4.5,3.0,en,1.0,0.0,3
"John W. Schaum Piano Course, E: The Violet Book",John W. Schaum,Alfred Music,1999-12-13,9781457451119.0,52.0,Music,4.0,1.0,en,1.0,0.0,9
The Very Hungry Caterpillar,Eric Carle,Penguin,2016-11-22,9781524739553.0,30.0,Juvenile Fiction,4.0,3.0,en,1.0,0.0,4
What If?,Randall Munroe,Houghton Mifflin Harcourt,2014-01-01,9780544272996.0,321.0,Fiction,4.0,8.0,en,1.0,0.0,2
Wiersbe's Expository Outlines on the New Testament,Warren W. Wiersbe,David C Cook,1992-01-01,9780896938489.0,872.0,Religion,5.0,1.0,en,1.0,0.0,7
Honey Girl,Morgan Rogers,Harlequin,2021-02-23,9781488077500.0,290.0,Fiction,5.0,1.0,en,1.0,0.0,2
Success Through A Positive Mental Attitude,"Napoleon Hill, W. Stone",Simon and Schuster,2009-12-01,9781439106914.0,309.0,Self-Help,2.0,1.0,en,1.0,0.0,6
Hypnosis,William Hewitt,Llewellyn Worldwide,,9780875423654.0,68.0,Hypnotism,5.0,1.0,en,1.0,0.0,1
Postmodern Geographies,Edward W. Soja,Verso,1989-01-01,9780860919360.0,276.0,Science,4.0,4.0,en,1.0,0.0,2
She Drives Me Crazy,Kelly Quindlen,Roaring Brook Press,2021-04-20,9781250209160.0,198.0,Young Adult Fiction,4.0,1.0,en,1.0,0.0,4
Freak the Mighty,Rodman Philbrick,Usborne Publishing Ltd,2015-04-01,9781409591054.0,140.0,Juvenile Fiction,4.0,17.0,en,1.0,0.0,3
Dragon of the Two Flames - Demonic Magick & the Gods of Canaan,Michael Ford,Lulu.com,2012-04-30,9781105710841.0,587.0,Religion,5.0,1.0,en,1.0,0.0,13
This Voice in My Heart,"Gilbert Tuhabonye, Gary Brozek",Harper Collins,2009-11-10,9780061986130.0,272.0,Biography & Autobiography,5.0,1.0,en,1.0,0.0,5
Aftershocks,Nadia Owusu,Simon & Schuster,2021-01-12,9781982111229.0,320.0,Biography & Autobiography,5.0,1.0,en,1.0,0.0,1
War Trash,Ha Jin,Vintage,2007-12-18,9780307430113.0,370.0,Fiction,5.0,1.0,en,1.0,0.0,2
Financial Shenanigans,Howard M. Schilit,McGraw Hill Professional,2002-03-01,9780071386265.0,320.0,Business & Economics,4.0,5.0,en,1.0,0.0,2
The Sound of Wings,Suzanne Simonetti,Simon and Schuster,2021-05-03,9781647420475.0,292.0,Fiction,5.0,1.0,en,1.0,0.0,4
Mean and Evil,"William W. Johnstone, J.A. Johnstone",Pinnacle Books,2022-09-27,9780786048717.0,337.0,Fiction,4.0,1.0,en,1.0,0.0,3
Astrology for Beginners,William W. Hewitt,Llewellyn Worldwide,1992-01-01,9780875423074.0,316.0,"Body, Mind & Spirit",3.5,5.0,en,1.0,0.0,3
The Last Days According to Jesus,R. C. Sproul,Baker Book House Company,,9780801063404.0,260.0,Religion,5.0,1.0,en,1.0,0.0,6
Orientalism,Edward W. Said,Vintage,2014-10-01,9780804153867.0,434.0,Social Science,5.0,2.0,en,1.0,0.0,1
Research Design,"John W. Creswell, J. David Creswell",SAGE Publications,2017-12-12,9781506386690.0,284.0,Social Science,5.0,1.0,en,1.0,0.0,2
Honey Girl,Morgan Rogers,Harlequin,2021-02-23,9781488077500.0,290.0,Fiction,5.0,1.0,en,1.0,0.0,2
Success Through A Positive Mental Attitude,"Napoleon Hill, W. Stone",Simon and Schuster,2009-12-01,9781439106914.0,309.0,Self-Help,2.0,1.0,en,1.0,0.0,6
Hypnosis,William Hewitt,Llewellyn Worldwide,,9780875423654.0,68.0,Hypnotism,5.0,1.0,en,1.0,0.0,1
Postmodern Geographies,Edward W. Soja,Verso,1989-01-01,9780860919360.0,276.0,Science,4.0,4.0,en,1.0,0.0,2
She Drives Me Crazy,Kelly Quindlen,Roaring Brook Press,2021-04-20,9781250209160.0,198.0,Young Adult Fiction,4.0,1.0,en,1.0,0.0,4
Freak the Mighty,Rodman Philbrick,Usborne Publishing Ltd,2015-04-01,9781409591054.0,140.0,Juvenile Fiction,4.0,17.0,en,1.0,0.0,3
Historical Dictionary of the Republic of Cameroon,"Mark Dike DeLancey, Rebecca Neh Mbuh, Mark W. Delancey",Scarecrow Press,2010-05-03,9780810873995.0,532.0,History,1.0,1.0,en,1.0,0.0,7
The Gift,"James Patterson, Ned Rust",Random House,2011-01-01,9780099543732.0,354.0,Brothers and sisters,5.0,1.0,en,1.0,0.0,2
"Wither (The Chemical Garden, Book 1)",Lauren DeStefano,HarperCollins UK,2011-08-04,9780007425464.0,196.0,Young Adult Fiction,4.5,6.0,en,1.0,0.0,6
Orson Welles,Orson Welles,Univ. Press of Mississippi,2002-01-01,9781578062096.0,318.0,Biography & Autobiography,4.0,3.0,en,1.0,0.0,2
The Wrongs of the Right,"Matthew W. Hughey, Gregory S. Parks",NYU Press,2014-05-30,9780814789247.0,233.0,Political Science,1.0,1.0,en,1.0,0.0,5
Architectural Rendering Techniques,Mike W. Lin,John Wiley & Sons,1985-10-15,9780471289395.0,274.0,Architecture,4.0,1.0,en,1.0,0.0,3
Management,Ricky W. Griffin,Thomson South-Western,2012-05-01,9781111969721.0,848.0,Management,3.0,1.0,en,1.0,0.0,1
Historical Dictionary of the Republic of Cameroon,"Mark Dike DeLancey, Rebecca Neh Mbuh, Mark W. Delancey",Scarecrow Press,2010-05-03,9780810873995.0,532.0,History,1.0,1.0,en,1.0,0.0,7
Hardy Boys 40: Mystery of the Desert Giant,Franklin W. Dixon,Penguin,1960-12-01,9781101076538.0,192.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,8
Impostor,Bruce R. Bartlett,Doubleday Books,2006-01-01,9780385518277.0,322.0,Conservatism,1.0,1.0,en,1.0,0.0,1
Anam Cara,John O'Donohue,Harper Collins,2009-03-17,9780061865855.0,260.0,"Body, Mind & Spirit",4.0,7.0,en,1.0,0.0,2
Nigger,Randall Kennedy,Vintage,2008-12-18,9780307538918.0,210.0,Social Science,3.0,6.0,en,1.0,0.0,1
A Book of Set Theory,Charles C Pinter,Courier Corporation,2014-06-01,9780486795492.0,259.0,Mathematics,5.0,1.0,en,1.0,0.0,5
Fundamentals of Probability: A First Course,Anirban DasGupta,Springer Science & Business Media,2010-04-02,9781441957801.0,457.0,Mathematics,5.0,1.0,en,1.0,0.0,6
A Void,Georges Perec,David R. Godine Publisher,2005-01-01,9781567922967.0,316.0,Comics & Graphic Novels,3.0,3.0,en,1.0,0.0,2
A Void,Georges Perec,David R. Godine Publisher,2005-01-01,9781567922967.0,316.0,Comics & Graphic Novels,3.0,3.0,en,1.0,0.0,2
I Am Human,Susan Verde,Abrams,2018-10-02,9781683353720.0,32.0,Juvenile Fiction,4.0,2.0,en,1.0,0.0,3
How to Read a Book,"Mortimer J. Adler, Charles Van Doren",Simon and Schuster,2014-09-30,9781476790152.0,448.0,Language Arts & Disciplines,5.0,3.0,en,1.0,0.0,5
A Book of Set Theory,Charles C Pinter,Courier Corporation,2014-06-01,9780486795492.0,259.0,Mathematics,5.0,1.0,en,1.0,0.0,5
A Whole New Mind,Daniel H. Pink,Penguin,2006-03-07,9781101157909.0,305.0,Psychology,3.0,4.0,en,1.0,0.0,4
Diary of a Wimpy Kid: Big Shot (Book 16),Jeff Kinney,Penguin UK,2021-10-26,9780241396995.0,228.0,Juvenile Fiction,5.0,3.0,en,1.0,0.0,9
A Whole New Mind,Daniel H. Pink,Penguin,2006-03-07,9781101157909.0,305.0,Psychology,3.0,4.0,en,1.0,0.0,4
The Blue Book of Grammar and Punctuation,"Lester Kaufman, Jane Straus",John Wiley & Sons,2021-04-16,9781119652847.0,272.0,Language Arts & Disciplines,1.0,1.0,en,1.0,0.0,7
Wrecking Ball: Diary of a Wimpy Kid (14),Jeff Kinney,Penguin Group Australia,2019-11-05,9780143796060.0,226.0,Juvenile Fiction,4.5,14.0,en,1.0,0.0,8
White Fragility,Dr. Robin DiAngelo,Beacon Press,2018-06-26,9780807047422.0,194.0,Social Science,1.0,5.0,en,1.0,0.0,2
Give and Take,Adam Grant,Penguin,2014-03-25,9780143124986.0,321.0,Business & Economics,5.0,1.0,en,1.0,0.0,3
Rowley Jefferson's Awesome Friendly Adventure,Jeff Kinney,Abrams,2020-08-04,9781647001667.0,224.0,Juvenile Fiction,4.5,5.0,en,1.0,0.0,5
A Little Life,Hanya Yanagihara,Vintage,2016-01-26,9780804172707.0,833.0,Fiction,2.0,1.0,en,1.0,0.0,3
Academically Adrift,"Richard Arum, Josipa Roksa",University of Chicago Press,2011-01-15,9780226028576.0,272.0,Education,4.0,1.0,en,1.0,0.0,2
Sapiens,Yuval Noah Harari,Harper Collins,2015-02-10,9780062316103.0,403.0,Science,3.5,14.0,en,1.0,0.0,1
Ara the Star Engineer,Komal Singh,Komal Singh,2018-10-16,9781989025192.0,66.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,4
Hillbilly Elegy,J. D. Vance,HarperCollins,2016-06-28,9780062300560.0,166.0,Social Science,4.0,4.0,en,1.0,0.0,2
The Marvellers,Dhonielle Clayton,Henry Holt and Company (BYR),2022-05-03,9781250174956.0,389.0,Juvenile Fiction,3.0,1.0,en,1.0,0.0,2
Stamped from the Beginning,Ibram X. Kendi,Bold Type Books,2016-04-12,9781568584645.0,594.0,History,5.0,2.0,en,1.0,0.0,4
How to Write a Lot,Paul J. Silvia,Amer Psychological Assn,,9781591477433.0,149.0,Language Arts & Disciplines,4.5,6.0,en,1.0,0.0,5
The Artist's Way,Julia Cameron,Souvenir Press,2020-04-02,9781782837657.0,256.0,Religion,5.0,1.0,en,1.0,0.0,3
"Hello, Universe",Erin Entrada Kelly,HarperCollins,2017-03-14,9780062414175.0,147.0,Juvenile Fiction,4.0,2.0,en,1.0,0.0,2
Patterns of Enterprise Application Architecture,Martin Fowler,Addison-Wesley,2012-03-09,9780133065213.0,558.0,Computers,3.0,8.0,en,1.0,0.0,5
Teeth: A Very Short Introduction,Peter S. Ungar,Oxford University Press,,9780199670598.0,153.0,Medical,5.0,1.0,en,1.0,0.0,5
Teeth: A Very Short Introduction,Peter S. Ungar,Oxford University Press,,9780199670598.0,153.0,Medical,5.0,1.0,en,1.0,0.0,5
Eileen,Ottessa Moshfegh,Penguin,2015-08-18,9780698401624.0,274.0,Fiction,4.0,1.0,en,1.0,0.0,1
Tupelov Tu-22 'Blinder' Tu-22M 'Backfire',"Yefim Gordon, Vladimir Rigmant",Specialty Press (MN),1998-01-01,9781857800654.0,100.0,History,4.0,1.0,en,1.0,0.0,5
The Field of Cultural Production,Pierre Bourdieu,Columbia University Press,1993-01-01,9780231082877.0,342.0,Art,4.5,2.0,en,1.0,0.0,5
Where the Wild Things Are,Maurice Sendak,Harper Collins,1988-11-09,9780064431781.0,50.0,Juvenile Fiction,3.0,5.0,en,1.0,0.0,5
Took,Mary Downing Hahn,Houghton Mifflin Harcourt,2015-01-01,9780544551534.0,274.0,Juvenile Fiction,4.0,8.0,en,1.0,0.0,1
The Brooklyn Follies,Paul Auster,Henry Holt and Company,2007-04-01,9781429900096.0,324.0,Fiction,5.0,1.0,en,1.0,0.0,3
Thirteen Ways of Looking,Colum McCann,Random House,2015-10-13,9780812996739.0,181.0,Fiction,5.0,1.0,en,1.0,0.0,4
A World at Arms,Gerhard L. Weinberg,Cambridge University Press,2005-03-28,9780521618267.0,1216.0,History,4.0,1.0,en,1.0,0.0,4
"""J"" is for Judgment",Sue Grafton,Holt Paperbacks,1993-05-15,9781429911610.0,388.0,Fiction,4.5,2.0,en,1.0,0.0,4
"""J"" is for Judgment",Sue Grafton,Holt Paperbacks,1993-05-15,9781429911610.0,388.0,Fiction,4.5,2.0,en,1.0,0.0,4
A Catholic Introduction to the Bible,"John Bergsma, Brant Pitre",Ignatius Press,2018-09-04,9781642290486.0,1066.0,Religion,4.0,4.0,en,1.0,0.0,6
Letters to a Lifer,Cindy Sanford,Waterside Press,2015-01-21,9781909976153.0,248.0,Law,5.0,1.0,en,1.0,0.0,4
Whence Came a Prince,Liz Curtis Higgs,WaterBrook,2009-01-21,9780307551467.0,562.0,Fiction,5.0,2.0,en,1.0,0.0,4
"Leave a Cheater, Gain a Life",Tracy Schorn,Running Press Adult,2016-05-10,9780762459056.0,242.0,Family & Relationships,5.0,1.0,en,1.0,0.0,6
Head First Python,Paul Barry,"""O'Reilly Media, Inc.""",2016-11-21,9781491919491.0,624.0,Computers,4.5,3.0,en,1.0,0.0,3
The Lost City of Z,David Grann,Vintage,2010-01-26,9781400078455.0,450.0,History,5.0,1.0,en,1.0,0.0,5
"Love, Z",Jessie Sima,Simon and Schuster,2018-12-18,9781481496780.0,48.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,2
Advanced Engineering Mathematics,Alan Jeffrey,Elsevier,2001-06-19,9780080522968.0,1181.0,Technology & Engineering,3.5,5.0,en,1.0,0.0,3
The National Geographic Bee Ultimate Fact Book,Andrew Wojtanik,National Geographic Books,2012-01-01,9781426309472.0,388.0,Juvenile Nonfiction,4.0,1.0,en,1.0,0.0,7
Decoded,Jay-Z,One World,2010-12-07,9781588369598.0,337.0,Biography & Autobiography,4.5,14.0,en,1.0,0.0,1
JAY-Z,Michael Eric Dyson,St. Martin's Press,2019-11-26,9781250270887.0,173.0,Music,3.0,1.0,en,1.0,0.0,1
JAY-Z,Michael Eric Dyson,St. Martin's Press,2019-11-26,9781250270887.0,173.0,Music,3.0,1.0,en,1.0,0.0,1
